Sample,X(ms) [15.06.2012 10:49:49 354 UTC],"T[%MD116]","Tr[%MD104]","U[%MD124]"
1,1339757389454.365300,35.7982482910156,49.994571685791,22.5144386291504
2,1339757389554.337640,35.9519691467285,49.994571685791,22.5144386291504
3,1339757389654.371500,36.4854583740234,49.994571685791,21.3367404937744
4,1339757389754.352040,37.181713104248,49.994571685791,21.3367404937744
5,1339757389854.361240,37.4891510009766,49.994571685791,21.3367404937744
6,1339757389954.339820,38.0768966674805,49.994571685791,21.3367404937744
7,1339757390054.358080,38.2667808532715,49.994571685791,21.3367404937744
8,1339757390154.391660,38.764102935791,49.994571685791,19.8435668945313
9,1339757390254.348500,39.5688667297363,49.994571685791,19.8435668945313
10,1339757390354.335880,39.8039627075195,49.994571685791,19.8435668945313
11,1339757390454.371880,40.1927795410156,49.994571685791,19.8435668945313
12,1339757390554.394240,40.9252014160156,49.994571685791,19.8435668945313
13,1339757390654.396820,41.2688064575195,49.994571685791,18.1160373687744
14,1339757390754.336860,41.6485824584961,49.994571685791,18.1160373687744
15,1339757390854.339680,42.1911163330078,49.994571685791,18.1160373687744
16,1339757390954.336440,42.778865814209,49.994571685791,18.1160373687744
17,1339757391054.360460,43.1224670410156,49.994571685791,18.1160373687744
18,1339757391154.373680,43.583625793457,49.994571685791,16.330961227417
19,1339757391254.345140,44.316047668457,49.994571685791,16.330961227417
20,1339757391354.340280,44.9670867919922,49.994571685791,16.330961227417
21,1339757391454.354320,45.048469543457,49.994571685791,16.330961227417
22,1339757391554.347360,45.726634979248,49.994571685791,16.330961227417
23,1339757391654.372000,46.1335372924805,49.994571685791,14.1430139541626
24,1339757391754.340760,46.558521270752,49.994571685791,14.1430139541626
25,1339757391854.402020,46.9021263122559,49.994571685791,14.1430139541626
26,1339757391954.339240,47.7159271240234,49.994571685791,14.1430139541626
27,1339757392054.341120,48.0776176452637,49.994571685791,14.1430139541626
28,1339757392154.370500,48.3669700622559,49.994571685791,12.0953168869019
29,1339757392254.370160,48.6744079589844,49.994571685791,12.0953168869019
30,1339757392354.352200,49.1355628967285,49.994571685791,12.0953168869019
31,1339757392454.339900,49.5243797302246,49.994571685791,12.0953168869019
32,1339757392554.340860,49.7775611877441,49.994571685791,12.0953168869019
33,1339757392654.393780,50.29296875,49.994571685791,10.2473554611206
34,1339757392754.340000,50.5732765197754,49.994571685791,10.2473554611206
35,1339757392854.341140,51.1067695617676,49.994571685791,10.2473554611206
36,1339757392954.352980,51.5317573547363,49.994571685791,10.2473554611206
37,1339757393054.347820,51.7578125,49.994571685791,10.2473554611206
38,1339757393154.373300,51.9929122924805,49.994571685791,8.32924461364746
39,1339757393254.336600,52.1827964782715,49.994571685791,8.32924461364746
40,1339757393354.338280,52.6529960632324,49.994571685791,8.32924461364746
41,1339757393454.339420,53.0418128967285,49.994571685791,8.32924461364746
42,1339757393554.337700,53.2316970825195,49.994571685791,8.32924461364746
43,1339757393654.387980,53.3854179382324,49.994571685791,6.71052980422974
44,1339757393754.339840,53.3854179382324,49.994571685791,6.71052980422974
45,1339757393854.355560,53.6114730834961,49.994571685791,6.71052980422974
46,1339757393954.338660,54.1540069580078,49.994571685791,6.71052980422974
47,1339757394054.340120,54.3077239990234,49.994571685791,6.71052980422974
48,1339757394154.394440,54.5428237915039,49.994571685791,5.41528463363647
49,1339757394254.351060,54.6242027282715,49.994571685791,5.41528463363647
50,1339757394354.344440,54.8954734802246,49.994571685791,5.41528463363647
51,1339757394454.340940,54.931640625,49.994571685791,5.41528463363647
52,1339757394554.335820,54.931640625,49.994571685791,5.41528463363647
53,1339757394654.382220,54.931640625,49.994571685791,4.29795217514038
54,1339757394754.346500,54.931640625,49.994571685791,4.29795217514038
55,1339757394854.367200,55.2029075622559,49.994571685791,4.29795217514038
56,1339757394954.338580,55.2390785217285,49.994571685791,4.29795217514038
57,1339757395054.381840,55.3927955627441,49.994571685791,4.29795217514038
58,1339757395154.399840,55.2752456665039,49.994571685791,3.65663909912109
59,1339757395254.337060,55.2390785217285,49.994571685791,3.65663909912109
60,1339757395354.347200,55.2752456665039,49.994571685791,3.65663909912109
61,1339757395454.340640,55.2390785217285,49.994571685791,3.65663909912109
62,1339757395554.355380,55.2390785217285,49.994571685791,3.65663909912109
63,1339757395654.380840,55.2390785217285,49.994571685791,3.30819845199585
64,1339757395754.340380,55.0130195617676,49.994571685791,3.30819845199585
65,1339757395854.387240,54.931640625,49.994571685791,3.30819845199585
66,1339757395954.349480,54.931640625,49.994571685791,3.30819845199585
67,1339757396054.336560,54.931640625,49.994571685791,3.30819845199585
68,1339757396154.371340,54.931640625,49.994571685791,3.3004138469696
69,1339757396254.363560,54.6603736877441,49.994571685791,3.3004138469696
70,1339757396354.358440,54.5428237915039,49.994571685791,3.3004138469696
71,1339757396454.340940,54.6242027282715,49.994571685791,3.3004138469696
72,1339757396554.338400,54.5880355834961,49.994571685791,3.3004138469696
73,1339757396654.373220,54.3438949584961,49.994571685791,3.40989351272583
74,1339757396754.344080,54.081672668457,49.994571685791,3.40989351272583
75,1339757396854.351300,54.0002899169922,49.994571685791,3.40989351272583
76,1339757396954.338420,54.0002899169922,49.994571685791,3.40989351272583
77,1339757397054.353200,53.6928520202637,49.994571685791,3.40989351272583
78,1339757397154.416980,53.4215850830078,49.994571685791,3.86552858352661
79,1339757397254.341620,53.105110168457,49.994571685791,3.86552858352661
80,1339757397354.335360,53.0779800415039,49.994571685791,3.86552858352661
81,1339757397454.341480,52.851921081543,49.994571685791,3.86552858352661
82,1339757397554.369640,52.4992752075195,49.994571685791,3.86552858352661
83,1339757397654.385460,52.4631080627441,49.994571685791,4.69717025756836
84,1339757397754.335000,52.1827964782715,49.994571685791,4.69717025756836
85,1339757397854.336320,52.1466293334961,49.994571685791,4.69717025756836
86,1339757397954.383360,51.8572769165039,49.994571685791,4.69717025756836
87,1339757398054.337860,51.685474395752,49.994571685791,4.69717025756836
88,1339757398154.376440,51.685474395752,49.994571685791,5.43572378158569
89,1339757398254.332400,51.2785720825195,49.994571685791,5.43572378158569
90,1339757398354.365980,50.9982643127441,49.994571685791,5.43572378158569
91,1339757398454.370660,50.9168853759766,49.994571685791,5.43572378158569
92,1339757398554.339800,50.898796081543,49.994571685791,5.43572378158569
93,1339757398654.373820,50.6456146240234,49.994571685791,6.30445337295532
94,1339757398754.337380,50.3381805419922,49.994571685791,6.30445337295532
95,1339757398854.357340,49.994571685791,49.994571685791,6.30445337295532
96,1339757398954.337120,49.994571685791,49.994571685791,6.30445337295532
97,1339757399054.335040,49.678092956543,49.994571685791,6.30445337295532
98,1339757399154.401200,49.4068298339844,49.994571685791,7.33368873596191
99,1339757399254.334440,49.144603729248,49.994571685791,7.33368873596191
100,1339757399354.338060,49.0632247924805,49.994571685791,7.33368873596191
101,1339757399454.353680,49.0632247924805,49.994571685791,7.33368873596191
102,1339757399554.340940,48.7919578552246,49.994571685791,7.33368873596191
103,1339757399654.388180,48.755786895752,49.994571685791,8.2768611907959
104,1339757399754.338320,48.4845199584961,49.994571685791,8.2768611907959
105,1339757399854.334620,48.0052795410156,49.994571685791,8.2768611907959
106,1339757399954.349460,48.0685768127441,49.994571685791,8.2768611907959
107,1339757400054.345360,47.8696479797363,49.994571685791,8.2768611907959
108,1339757400154.385340,47.607421875,49.994571685791,9.31333255767822
109,1339757400254.339320,47.5260429382324,49.994571685791,9.31333255767822
110,1339757400354.365340,47.290943145752,49.994571685791,9.31333255767822
111,1339757400454.361500,47.2095642089844,49.994571685791,9.31333255767822
112,1339757400554.341720,46.9835052490234,49.994571685791,9.31333255767822
113,1339757400654.374820,47.173397064209,49.994571685791,10.2167444229126
114,1339757400754.368420,46.7845764160156,49.994571685791,10.2167444229126
115,1339757400854.458860,46.5946922302246,49.994571685791,10.2167444229126
116,1339757400954.338700,46.440975189209,49.994571685791,10.2167444229126
117,1339757401054.337440,46.5946922302246,49.994571685791,10.2167444229126
118,1339757401154.383900,46.3234214782715,49.994571685791,11.0829591751099
119,1339757401254.338320,46.2872543334961,49.994571685791,11.0829591751099
120,1339757401354.337680,46.2872543334961,49.994571685791,11.0829591751099
121,1339757401454.353100,46.2872543334961,49.994571685791,11.0829591751099
122,1339757401554.380480,46.0611991882324,49.994571685791,11.0829591751099
123,1339757401654.396640,45.9798164367676,49.994571685791,11.6619663238525
124,1339757401754.337900,45.9798164367676,49.994571685791,11.6619663238525
125,1339757401854.338420,45.826099395752,49.994571685791,11.6619663238525
126,1339757401954.342600,45.6723823547363,49.994571685791,11.6619663238525
127,1339757402054.360160,45.9074783325195,49.994571685791,11.6619663238525
128,1339757402154.370500,45.7447204589844,49.994571685791,12.24986743927
129,1339757402254.333800,45.6723823547363,49.994571685791,12.24986743927
130,1339757402354.355060,45.6723823547363,49.994571685791,12.24986743927
131,1339757402454.346520,45.7447204589844,49.994571685791,12.24986743927
132,1339757402554.338240,45.6723823547363,49.994571685791,12.24986743927
133,1339757402654.395940,45.826099395752,49.994571685791,12.6081075668335
134,1339757402754.357340,45.708553314209,49.994571685791,12.6081075668335
135,1339757402854.369440,45.527702331543,49.994571685791,12.6081075668335
136,1339757402954.336060,45.4372825622559,49.994571685791,12.6081075668335
137,1339757403054.335400,45.6723823547363,49.994571685791,12.6081075668335
138,1339757403154.380260,45.6723823547363,49.994571685791,12.9783191680908
139,1339757403254.365960,45.6723823547363,49.994571685791,12.9783191680908
140,1339757403354.350340,45.826099395752,49.994571685791,12.9783191680908
141,1339757403454.340120,45.9798164367676,49.994571685791,12.9783191680908
142,1339757403554.335380,45.9798164367676,49.994571685791,12.9783191680908
143,1339757403654.422080,45.9798164367676,49.994571685791,12.9497261047363
144,1339757403754.369220,46.2058753967285,49.994571685791,12.9497261047363
145,1339757403854.360840,46.2872543334961,49.994571685791,12.9497261047363
146,1339757403954.364280,46.3053398132324,49.994571685791,12.9497261047363
147,1339757404054.361260,46.2872543334961,49.994571685791,12.9497261047363
148,1339757404154.374700,46.2872543334961,49.994571685791,12.7991762161255
149,1339757404254.338340,46.5946922302246,49.994571685791,12.7991762161255
150,1339757404354.337920,46.5946922302246,49.994571685791,12.7991762161255
151,1339757404454.348140,46.820743560791,49.994571685791,12.7991762161255
152,1339757404554.371260,46.9021263122559,49.994571685791,12.7991762161255
153,1339757404654.416160,46.8659591674805,49.994571685791,12.5297756195068
154,1339757404754.336340,46.9021263122559,49.994571685791,12.5297756195068
155,1339757404854.426080,47.0558433532715,49.994571685791,12.5297756195068
156,1339757404954.340640,47.2095642089844,49.994571685791,12.5297756195068
157,1339757405054.345900,47.2095642089844,49.994571685791,12.5297756195068
158,1339757405154.375920,47.4446601867676,49.994571685791,12.3055448532104
159,1339757405254.363860,47.5260429382324,49.994571685791,12.3055448532104
160,1339757405354.351680,47.5260429382324,49.994571685791,12.3055448532104
161,1339757405454.334520,47.679759979248,49.994571685791,12.3055448532104
162,1339757405554.362660,47.8334770202637,49.994571685791,12.3055448532104
163,1339757405654.403140,47.8334770202637,49.994571685791,11.9482641220093
164,1339757405754.339660,48.1409149169922,49.994571685791,11.9482641220093
165,1339757405854.337920,48.2946319580078,49.994571685791,11.9482641220093
166,1339757405954.358540,48.4483489990234,49.994571685791,11.9482641220093
167,1339757406054.359120,48.4483489990234,49.994571685791,11.9482641220093
168,1339757406154.378160,48.3760108947754,49.994571685791,11.411039352417
169,1339757406254.342560,48.4483489990234,49.994571685791,11.411039352417
170,1339757406354.370160,48.4483489990234,49.994571685791,11.411039352417
171,1339757406454.347120,48.6744079589844,49.994571685791,11.411039352417
172,1339757406554.337320,48.9095039367676,49.994571685791,11.411039352417
173,1339757406654.373300,49.0632247924805,49.994571685791,11.1349945068359
174,1339757406754.344080,49.0632247924805,49.994571685791,11.1349945068359
175,1339757406854.371020,49.2169418334961,49.994571685791,11.1349945068359
176,1339757406954.347900,49.370662689209,49.994571685791,11.1349945068359
177,1339757407054.356360,49.614803314209,49.994571685791,11.1349945068359
178,1339757407154.372840,49.6419258117676,49.994571685791,10.5255737304688
179,1339757407254.360860,49.678092956543,49.994571685791,10.5255737304688
180,1339757407354.342200,49.678092956543,49.994571685791,10.5255737304688
181,1339757407454.339800,49.678092956543,49.994571685791,10.5255737304688
182,1339757407554.334160,49.9131927490234,49.994571685791,10.5255737304688
183,1339757407654.387860,49.994571685791,49.994571685791,10.1472034454346
184,1339757407754.357200,49.994571685791,49.994571685791,10.1472034454346
185,1339757407854.363820,49.994571685791,49.994571685791,10.1472034454346
186,1339757407954.335520,50.220630645752,49.994571685791,10.1472034454346
187,1339757408054.353260,50.3020095825195,49.994571685791,10.1472034454346
188,1339757408154.391360,50.3020095825195,49.994571685791,9.77783489227295
189,1339757408254.337700,50.5461502075195,49.994571685791,9.77783489227295
190,1339757408354.335640,50.3743476867676,49.994571685791,9.77783489227295
191,1339757408454.341560,50.5732765197754,49.994571685791,9.77783489227295
192,1339757408554.394220,50.8897552490234,49.994571685791,9.77783489227295
193,1339757408654.375120,50.9168853759766,49.994571685791,9.26086711883545
194,1339757408754.346800,50.7631645202637,49.994571685791,9.26086711883545
195,1339757408854.348720,50.6184883117676,49.994571685791,9.26086711883545
196,1339757408954.377800,50.7631645202637,49.994571685791,9.26086711883545
197,1339757409054.357080,50.9168853759766,49.994571685791,9.26086711883545
198,1339757409154.398840,50.9892234802246,49.994571685791,9.06831550598145
199,1339757409254.377540,50.9168853759766,49.994571685791,9.06831550598145
200,1339757409354.389760,50.9168853759766,49.994571685791,9.06831550598145
201,1339757409454.338200,50.9168853759766,49.994571685791,9.06831550598145
202,1339757409554.336140,51.151985168457,49.994571685791,9.06831550598145
203,1339757409654.403440,51.2243194580078,49.994571685791,8.80048274993896
204,1339757409754.361880,50.9168853759766,49.994571685791,8.80048274993896
205,1339757409854.339580,51.2062339782715,49.994571685791,8.80048274993896
206,1339757409954.342600,51.2243194580078,49.994571685791,8.80048274993896
207,1339757410054.355160,50.9259262084961,49.994571685791,8.80048274993896
208,1339757410154.386260,51.1881523132324,49.994571685791,8.67103481292725
209,1339757410254.334840,51.2243194580078,49.994571685791,8.67103481292725
